ID	nr_annotation
EZ55_42_12	WP_039225505.1 MULTISPECIES: efflux RND transporter permease subunit [Alteromonas]
EZ55_42_13	WP_156086497.1 prolyl oligopeptidase family serine peptidase [Alteromonas macleodii]
EZ55_42_14	WP_156086496.1 hypothetical protein [Alteromonas macleodii]
EZ55_42_15	WP_014949729.1 MULTISPECIES: TonB-dependent receptor [Alteromonas]
EZ55_42_16	WP_156086495.1 helix-turn-helix domain-containing protein [Alteromonas macleodii]
EZ55_42_17	WP_156086494.1 acyl-CoA dehydrogenase [Alteromonas macleodii]
EZ55_42_18	WP_069944445.1 SDR family oxidoreductase [Alteromonas macleodii]
EZ55_42_19	WP_014949725.1 MULTISPECIES: SDR family oxidoreductase [Alteromonas]
EZ55_42_20	WP_049589157.1 YaiI/YqxD family protein [Alteromonas macleodii]
EZ55_42_21	WP_156086493.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_42_22	WP_069944444.1 S46 family peptidase [Alteromonas macleodii]
EZ55_42_23	WP_156086492.1 aspartate/tyrosine/aromatic aminotransferase [Alteromonas macleodii]
EZ55_42_24	WP_156086491.1 NRDE family protein [Alteromonas macleodii]
EZ55_42_25	WP_156086490.1 1-acyl-sn-glycerol-3-phosphate acyltransferase [Alteromonas macleodii]
EZ55_42_26	WP_156086489.1 cystathionine gamma-synthase family protein [Alteromonas macleodii]
EZ55_42_27	WP_156086488.1 CHRD domain-containing protein [Alteromonas macleodii]
EZ55_42_28	WP_039225536.1 NAD(P)H-dependent oxidoreductase [Alteromonas macleodii]
EZ55_42_29	WP_014949715.1 MULTISPECIES: glutathione peroxidase [Alteromonas]
EZ55_42_30	WP_156086487.1 prolyl oligopeptidase family serine peptidase [Alteromonas macleodii]
EZ55_42_31	WP_156086486.1 rhombosortase [Alteromonas macleodii]
EZ55_42_32	WP_156086485.1 enoyl-CoA hydratase [Alteromonas macleodii]
EZ55_42_33	WP_014979475.1 MULTISPECIES: gamma-glutamyltransferase [Alteromonas]
EZ55_42_34	WP_156086484.1 PhzF family phenazine biosynthesis protein [Alteromonas macleodii]
EZ55_42_35	WP_156086483.1 DUF3703 domain-containing protein [Alteromonas macleodii]
EZ55_42_36	WP_156086482.1 MmcQ/YjbR family DNA-binding protein [Alteromonas macleodii]
EZ55_42_37	WP_156086481.1 alpha/beta hydrolase fold domain-containing protein [Alteromonas macleodii]
EZ55_42_38	AFT74843.1 hypothetical protein AMEC673_10755 [Alteromonas macleodii str. 'English Channel 673']
EZ55_42_39	WP_014949705.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_42_40	GEA05181.1 hypothetical protein KUL17_40780 [Alteromonas sp. KUL17]
EZ55_42_41	WP_014976714.1 DUF3291 domain-containing protein [Alteromonas macleodii]
EZ55_42_42	VTP55641.1 hypothetical protein EZ55_02256 [Alteromonas macleodii]
EZ55_42_43	WP_014976713.1 ClpX C4-type zinc finger protein [Alteromonas macleodii]
EZ55_42_44	AFT74839.1 hypothetical protein AMEC673_10735 [Alteromonas macleodii str. 'English Channel 673']
EZ55_42_45	WP_014976711.1 DCC1-like thiol-disulfide oxidoreductase family protein [Alteromonas macleodii]
EZ55_42_46	WP_014949701.1 hypothetical protein [Alteromonas macleodii]
EZ55_42_47	WP_014976710.1 hypothetical protein [Alteromonas macleodii]
EZ55_42_48	WP_014976709.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]
EZ55_42_49	WP_150141304.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]
EZ55_42_50	WP_150141393.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]
EZ55_42_51	WP_014976706.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]
EZ55_42_52	AFT74831.1 hypothetical protein AMEC673_10695 [Alteromonas macleodii str. 'English Channel 673']
EZ55_42_53	WP_014976704.1 hypothetical protein [Alteromonas macleodii]
EZ55_42_54	WP_014976703.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_42_55	AFT74828.1 hypothetical protein AMEC673_10680 [Alteromonas macleodii str. 'English Channel 673']
EZ55_42_56	none
EZ55_42_57	WP_014976701.1 hypothetical protein [Alteromonas macleodii]
EZ55_42_58	WP_156085915.1 hypothetical protein [Alteromonas macleodii]
EZ55_42_59	WP_014949692.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_42_60	WP_014949690.1 MULTISPECIES: cysteine synthase A [Alteromonas]
EZ55_42_61	WP_014976699.1 MoxR family ATPase [Alteromonas macleodii]
EZ55_42_62	WP_014976698.1 VWA domain-containing protein [Alteromonas macleodii]
EZ55_42_63	WP_014976697.1 nucleotidyltransferase family protein [Alteromonas macleodii]
EZ55_42_64	WP_014949686.1 MULTISPECIES: MATE family efflux transporter [Alteromonas]
EZ55_42_65	WP_156086479.1 molybdopterin molybdotransferase MoeA [Alteromonas macleodii]
EZ55_42_66	AFT74819.1 phosphoglycolate phosphatase [Alteromonas macleodii str. 'English Channel 673']
EZ55_42_67	WP_014976695.1 sugar phosphorylase [Alteromonas macleodii]
EZ55_42_68	WP_014949682.1 MULTISPECIES: glycosyl transferase [Alteromonas]
EZ55_42_69	WP_014949681.1 MULTISPECIES: HAD-IIB family hydrolase [Alteromonas]
EZ55_42_70	WP_014976694.1 MULTISPECIES: kinase [Alteromonas]
EZ55_42_71	WP_014949679.1 tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB [Alteromonas macleodii]
EZ55_42_72	WP_014976693.1 carboxy-S-adenosyl-L-methionine synthase CmoA [Alteromonas macleodii]
EZ55_42_73	WP_014976692.1 response regulator transcription factor [Alteromonas macleodii]
EZ55_42_74	WP_014976691.1 CAP domain-containing protein [Alteromonas macleodii]
EZ55_42_75	WP_014976690.1 MULTISPECIES: acyl-CoA dehydrogenase FadE [Alteromonas]
EZ55_42_76	PXW71877.1 uncharacterized protein DUF3108 [Alteromonas sp. I10]
EZ55_42_77	WP_014976689.1 phosphoribosylglycinamide formyltransferase [Alteromonas macleodii]
EZ55_42_78	WP_014976688.1 MULTISPECIES: phosphoribosylformylglycinamidine cyclo-ligase [Alteromonas]
EZ55_42_79	WP_156086478.1 DUF2066 domain-containing protein [Alteromonas macleodii]
EZ55_42_80	WP_156086477.1 DnaA regulatory inactivator Hda [Alteromonas macleodii]
EZ55_42_81	WP_061485950.1 hypothetical protein [Alteromonas macleodii]
EZ55_42_82	WP_039220793.1 MULTISPECIES: DUF2069 domain-containing protein [Alteromonas]
EZ55_42_83	WP_061485949.1 NAD(P)H:quinone oxidoreductase [Alteromonas macleodii]
EZ55_42_84	WP_061485948.1 arsenate reductase (glutaredoxin) [Alteromonas macleodii]
EZ55_42_85	WP_039234605.1 MULTISPECIES: TlpA family protein disulfide reductase [Alteromonas]
EZ55_42_86	WP_014949664.1 MULTISPECIES: M48 family metalloprotease [Alteromonas]
EZ55_42_87	WP_014949663.1 MULTISPECIES: AI-2E family transporter [Alteromonas]
EZ55_42_88	WP_014949662.1 MULTISPECIES: thioredoxin-dependent thiol peroxidase [Alteromonas]
EZ55_42_89	WP_014976680.1 MULTISPECIES: glycine cleavage system transcriptional repressor [Alteromonas]
EZ55_42_90	WP_014949660.1 MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate synthase [Alteromonas]
EZ55_42_91	WP_014976679.1 outer membrane protein assembly factor BamC [Alteromonas macleodii]
EZ55_42_92	WP_014949658.1 MULTISPECIES: phosphoribosylaminoimidazolesuccinocarboxamide synthase [Alteromonas]
EZ55_42_93	WP_156086476.1 DMT family transporter [Alteromonas macleodii]
EZ55_42_94	WP_014949656.1 MULTISPECIES: diguanylate cyclase [Alteromonas]
EZ55_42_95	WP_156086475.1 EAL domain-containing protein [Alteromonas macleodii]
EZ55_42_96	WP_156086474.1 NADH:flavin oxidoreductase [Alteromonas macleodii]
EZ55_42_97	WP_156086473.1 hypothetical protein [Alteromonas macleodii]
EZ55_42_98	WP_156086472.1 DUF2164 domain-containing protein [Alteromonas macleodii]
EZ55_42_99	WP_014949651.1 MULTISPECIES: SDR family oxidoreductase [Alteromonas]
EZ55_42_100	WP_014949650.1 MULTISPECIES: class I ribonucleotide reductase maintenance protein YfaE [Alteromonas]
EZ55_42_101	WP_014949649.1 MULTISPECIES: ribonucleotide-diphosphate reductase subunit beta [Alteromonas]
EZ55_42_102	WP_014949648.1 MULTISPECIES: ribonucleoside-diphosphate reductase subunit alpha [Alteromonas]
EZ55_42_103	WP_014976672.1 bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG [Alteromonas macleodii]
EZ55_42_104	WP_014949646.1 MULTISPECIES: DNA topoisomerase (ATP-hydrolyzing) subunit A [Alteromonas]
EZ55_42_105	WP_014949645.1 MULTISPECIES: 3-phosphoserine/phosphohydroxythreonine transaminase [Alteromonas]
EZ55_42_106	WP_014976669.1 3-phosphoshikimate 1-carboxyvinyltransferase [Alteromonas macleodii]
EZ55_42_107	WP_014976668.1 MULTISPECIES: (d)CMP kinase [Alteromonas]
EZ55_42_108	WP_014949642.1 MULTISPECIES: 30S ribosomal protein S1 [Alteromonas]
EZ55_42_109	WP_014949641.1 MULTISPECIES: integration host factor subunit beta [Alteromonas]
EZ55_42_110	WP_014949640.1 MULTISPECIES: PilZ domain-containing protein [Alteromonas]
EZ55_42_111	VTP55506.1 hypothetical protein EZ55_02188 [Alteromonas macleodii]
EZ55_42_112	WP_230633774.1 lipopolysaccharide assembly protein LapA domain-containing protein [Alteromonas macleodii]
EZ55_42_113	WP_014949638.1 MULTISPECIES: lipopolysaccharide assembly protein LapB [Alteromonas]
EZ55_42_114	WP_039234640.1 MULTISPECIES: orotidine-5'-phosphate decarboxylase [Alteromonas]
EZ55_42_115	WP_014979403.1 MULTISPECIES: alanine dehydrogenase [Alteromonas]
EZ55_42_116	VTO39786.1 hypothetical protein ALTBGP6_02161 [Alteromonas macleodii]
EZ55_42_117	WP_014949635.1 MULTISPECIES: leucine-responsive transcriptional regulator Lrp [Alteromonas]
EZ55_42_118	WP_156086471.1 DNA translocase FtsK [Alteromonas macleodii]
EZ55_42_119	WP_156086470.1 outer membrane lipoprotein chaperone LolA [Alteromonas macleodii]
EZ55_42_120	WP_069944400.1 replication-associated recombination protein A [Alteromonas macleodii]
EZ55_42_121	WP_014949631.1 MULTISPECIES: fluoride efflux transporter CrcB [Alteromonas]
EZ55_42_122	WP_069944399.1 serine--tRNA ligase [Alteromonas macleodii]
EZ55_42_123	WP_049588242.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_43_1	VTP51151.1 hypothetical protein MIT1002_01183 [Alteromonas macleodii]
EZ55_43_2	VTP53525.1 hypothetical protein EZ55_01172 [Alteromonas macleodii]
EZ55_43_3	WP_014948716.1 MULTISPECIES: MFS transporter [Alteromonas]
EZ55_43_4	WP_014948715.1 MULTISPECIES: LysR family transcriptional regulator [Alteromonas]
EZ55_43_5	WP_156086085.1 DMT family transporter [Alteromonas macleodii]
EZ55_43_6	WP_014975948.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_43_7	WP_156086084.1 ribosomal protein S18-alanine N-acetyltransferase [Alteromonas macleodii]
EZ55_43_8	WP_156086083.1 alanine acetyltransferase [Alteromonas macleodii]
EZ55_43_9	WP_156086082.1 phosphotransferase [Alteromonas macleodii]
EZ55_43_10	WP_039226441.1 nicotinamide riboside transporter PnuC [Alteromonas macleodii]
EZ55_43_11	WP_014948708.1 MULTISPECIES: hypothetical protein [Alteromonas]
EZ55_43_12	WP_156078056.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_43_13	WP_012517742.1 MULTISPECIES: acyl-CoA thioesterase [Alteromonas]
EZ55_43_14	WP_156086081.1 GNAT family N-acetyltransferase [Alteromonas macleodii]
EZ55_43_15	WP_156078054.1 tetratricopeptide repeat protein [Alteromonas macleodii]
EZ55_43_16	WP_156086080.1 energy transducer TonB [Alteromonas macleodii]
EZ55_43_17	WP_012517737.1 MULTISPECIES: biopolymer transporter ExbD [Alteromonas]
EZ55_43_18	WP_012517736.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Alteromonas]
EZ55_43_19	WP_156078053.1 MotA/TolQ/ExbB proton channel family protein [Alteromonas macleodii]
EZ55_43_20	WP_014948702.1 MULTISPECIES: DUF3450 domain-containing protein [Alteromonas]
EZ55_43_21	WP_014975937.1 2OG-Fe(II) oxygenase [Alteromonas macleodii]
EZ55_43_22	WP_061485094.1 tetratricopeptide repeat protein [Alteromonas macleodii]
EZ55_43_23	WP_061485092.1 aspartyl/asparaginyl beta-hydroxylase domain-containing protein [Alteromonas macleodii]
EZ55_43_24	WP_061485090.1 hypothetical protein [Alteromonas macleodii]
EZ55_43_25	WP_061485089.1 2OG-Fe(II) oxygenase [Alteromonas macleodii]
EZ55_43_26	WP_061485087.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_43_27	WP_061485084.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_43_28	"WP_061485082.1 tryptophan 2,3-dioxygenase family protein [Alteromonas macleodii]"
EZ55_43_29	WP_014948691.1 MULTISPECIES: late competence development ComFB family protein [Alteromonas]
EZ55_43_30	WP_061485081.1 Glu/Leu/Phe/Val dehydrogenase [Alteromonas macleodii]
EZ55_43_31	WP_014948689.1 MULTISPECIES: Lrp/AsnC family transcriptional regulator [Alteromonas]
EZ55_43_32	WP_061485079.1 maleylacetoacetate isomerase [Alteromonas macleodii]
EZ55_43_33	WP_061485077.1 fumarylacetoacetate hydrolase family protein [Alteromonas macleodii]
EZ55_43_34	WP_014948686.1 MULTISPECIES: transcriptional regulator TyrR [Alteromonas]
EZ55_43_35	WP_014948685.1 MULTISPECIES: phenylalanine 4-monooxygenase [Alteromonas]
EZ55_43_36	WP_014948684.1 MULTISPECIES: envelope stress response membrane protein PspC [Alteromonas]
EZ55_43_37	WP_014948683.1 MULTISPECIES: envelope stress response membrane protein PspB [Alteromonas]
EZ55_43_38	WP_014948682.1 MULTISPECIES: phage shock protein PspA [Alteromonas]
EZ55_43_39	WP_061485076.1 phage shock protein operon transcriptional activator [Alteromonas macleodii]
EZ55_43_40	WP_014975926.1 ABC transporter substrate-binding protein [Alteromonas macleodii]
EZ55_43_41	WP_014948679.1 MULTISPECIES: ABC transporter permease [Alteromonas]
EZ55_43_42	PXW76705.1 cationic peptide transport system permease protein [Alteromonas sp. I10]
EZ55_43_43	WP_014948677.1 MULTISPECIES: ATP-binding cassette domain-containing protein [Alteromonas]
EZ55_43_44	WP_014948676.1 MULTISPECIES: ATP-binding cassette domain-containing protein [Alteromonas]
EZ55_43_45	PXW76702.1 oxaloacetate decarboxylase beta subunit [Alteromonas sp. I10]
EZ55_43_46	WP_156086079.1 sodium-extruding oxaloacetate decarboxylase subunit alpha [Alteromonas macleodii]
EZ55_43_47	WP_041693403.1 OadG family protein [Alteromonas macleodii]
EZ55_43_48	AFT94538.1 cytosolic long-chain acyl-CoA thioester hydrolase family protein [Alteromonas macleodii str. 'Balearic Sea AD45']
EZ55_43_49	VTP53430.1 hypothetical protein EZ55_01122 [Alteromonas macleodii]
EZ55_43_50	WP_012517705.1 MULTISPECIES: carbon storage regulator CsrA [Alteromonas]
EZ55_43_51	WP_014948671.1 MULTISPECIES: alanine--tRNA ligase [Alteromonas]
EZ55_43_52	WP_014948670.1 MULTISPECIES: recombination regulator RecX [Alteromonas]
EZ55_43_53	WP_156086078.1 GNAT family N-acetyltransferase [Alteromonas macleodii]
EZ55_43_54	WP_156086077.1 M13 family metallopeptidase [Alteromonas macleodii]
EZ55_43_55	VTP53418.1 TetR family transcriptional regulator [Alteromonas macleodii]
EZ55_43_56	WP_156086076.1 TonB-dependent receptor [Alteromonas macleodii]
EZ55_43_57	WP_014948665.1 MULTISPECIES: SulP family inorganic anion transporter [Alteromonas]
EZ55_43_58	WP_014948664.1 MULTISPECIES: carbonic anhydrase [Alteromonas]
EZ55_43_59	WP_014948663.1 MULTISPECIES: hydrogen peroxide-inducible genes activator [Alteromonas]
EZ55_43_60	WP_156086075.1 LysR family transcriptional regulator [Alteromonas macleodii]
EZ55_43_61	WP_156086074.1 methyl-accepting chemotaxis protein [Alteromonas macleodii]
EZ55_43_62	WP_014948660.1 MULTISPECIES: pyrimidine/purine nucleoside phosphorylase [Alteromonas]
EZ55_43_63	WP_156086073.1 DUF938 domain-containing protein [Alteromonas macleodii]
EZ55_43_64	WP_156086072.1 methionine synthase [Alteromonas macleodii]
EZ55_43_65	WP_156086071.1 homocysteine S-methyltransferase family protein [Alteromonas macleodii]
EZ55_43_66	WP_039224879.1 MULTISPECIES: homoserine O-succinyltransferase [Alteromonas]
EZ55_43_67	WP_014948655.1 MULTISPECIES: DUF2802 domain-containing protein [Alteromonas]
EZ55_43_68	WP_014948654.1 MULTISPECIES: chemotaxis protein CheW [Alteromonas]
EZ55_43_69	WP_014948653.1 MULTISPECIES: chemotaxis protein CheW [Alteromonas]
EZ55_43_70	WP_014948652.1 MULTISPECIES: ParA family protein [Alteromonas]
EZ55_43_71	WP_156086070.1 chemotaxis response regulator protein-glutamate methylesterase [Alteromonas macleodii]
EZ55_43_72	HBI75520.1 chemotaxis protein CheA [Alteromonas macleodii]
EZ55_43_73	WP_014948650.1 MULTISPECIES: protein phosphatase CheZ [Alteromonas]
EZ55_43_74	OES33464.1 chemotaxis protein CheY [Alteromonas macleodii]
EZ55_43_75	WP_014948649.1 MULTISPECIES: RNA polymerase sigma factor FliA [Alteromonas]
EZ55_43_76	WP_014948648.1 MULTISPECIES: MinD/ParA family protein [Alteromonas]
EZ55_43_77	WP_156086069.1 flagellar biosynthesis protein FlhF [Alteromonas macleodii]
EZ55_43_78	WP_039224872.1 MULTISPECIES: flagellar biosynthesis protein FlhA [Alteromonas]
EZ55_43_79	"WP_156086068.1 L,D-transpeptidase family protein [Alteromonas macleodii]"
EZ55_43_80	WP_156086067.1 D-Ala-D-Ala carboxypeptidase family metallohydrolase [Alteromonas macleodii]
EZ55_43_81	WP_156086066.1 flagellar biosynthesis protein FlhB [Alteromonas macleodii]
EZ55_43_82	WP_014978604.1 MULTISPECIES: flagellar type III secretion system protein FliR [Alteromonas]
EZ55_43_83	WP_012517675.1 MULTISPECIES: flagellar biosynthesis protein FliQ [Alteromonas]
EZ55_43_84	WP_014948641.1 MULTISPECIES: flagellar type III secretion system pore protein FliP [Alteromonas]
EZ55_43_85	WP_014948640.1 flagellar biosynthetic protein FliO [Alteromonas macleodii]
EZ55_43_86	WP_014948639.1 MULTISPECIES: flagellar motor switch protein FliN [Alteromonas]
EZ55_43_87	WP_014948638.1 MULTISPECIES: flagellar motor switch protein FliM [Alteromonas]
EZ55_43_88	WP_156086065.1 MULTISPECIES: flagellar basal body-associated protein FliL [Alteromonas]
EZ55_43_89	WP_156086064.1 flagellar hook-length control protein FliK [Alteromonas macleodii]
EZ55_43_90	WP_014948635.1 MULTISPECIES: flagellar export protein FliJ [Alteromonas]
EZ55_43_91	WP_014948634.1 MULTISPECIES: flagellar protein export ATPase FliI [Alteromonas]
EZ55_43_92	WP_156086063.1 flagellar assembly protein FliH [Alteromonas macleodii]
EZ55_43_93	WP_014975903.1 MULTISPECIES: flagellar motor switch protein FliG [Alteromonas]
EZ55_43_94	WP_101563697.1 flagellar M-ring protein FliF [Alteromonas macleodii]
EZ55_43_95	WP_014948630.1 MULTISPECIES: flagellar hook-basal body complex protein FliE [Alteromonas]
EZ55_43_96	WP_156086062.1 sigma-54 dependent transcriptional regulator [Alteromonas macleodii]
EZ55_43_97	WP_156086061.1 ATP-binding protein [Alteromonas macleodii]
EZ55_43_98	VTP53332.1 regulatory Fis family protein [Alteromonas macleodii]
EZ55_43_99	VTP53330.1 regulatory protein FleQ [Alteromonas macleodii]
EZ55_43_100	WP_156086060.1 flagellin [Alteromonas macleodii]
EZ55_43_101	WP_156086059.1 hypothetical protein [Alteromonas macleodii]
EZ55_43_102	WP_156086058.1 DUF115 domain-containing protein [Alteromonas macleodii]
EZ55_43_103	WP_156086057.1 hypothetical protein [Alteromonas macleodii]
EZ55_43_104	WP_156086056.1 flagellar export chaperone FliS [Alteromonas macleodii]
EZ55_43_105	WP_156086055.1 flagellar filament capping protein FliD [Alteromonas macleodii]
EZ55_43_106	WP_156086054.1 flagellar protein FlaG [Alteromonas macleodii]
EZ55_43_107	WP_156086053.1 flagellin FliC [Alteromonas macleodii]
EZ55_43_108	WP_014975883.1 MULTISPECIES: flagellin [Alteromonas]
EZ55_43_109	WP_156086052.1 flagellin FliC [Alteromonas macleodii]
EZ55_43_110	WP_156086051.1 hypothetical protein [Alteromonas macleodii]
EZ55_43_111	WP_075176129.1 MULTISPECIES: flagellar hook-associated protein FlgL [Alteromonas]
EZ55_43_112	WP_156086050.1 flagellar hook-associated protein FlgK [Alteromonas macleodii]
EZ55_43_113	WP_014975878.1 flagellar assembly peptidoglycan hydrolase FlgJ [Alteromonas macleodii]
EZ55_43_114	WP_156086049.1 flagellar basal body P-ring protein FlgI [Alteromonas macleodii]
EZ55_43_115	WP_014948599.1 MULTISPECIES: flagellar basal body L-ring protein FlgH [Alteromonas]
EZ55_43_116	WP_014948598.1 MULTISPECIES: flagellar basal-body rod protein FlgG [Alteromonas]
EZ55_43_117	VTP53294.1 flagellar basal-body rod protein FlgF [Alteromonas macleodii]
