GID	P1_vs_P2	P1_vs_P3	P1_vs_P4	P1_vs_P5	P1_vs_P6	P2_vs_P3	P2_vs_P4	P2_vs_P5	P2_vs_P6	P2_vs_P7	P3_vs_P4	P3_vs_P5	P3_vs_P6	P3_vs_P7	P4_vs_P5	P4_vs_P6	P5_vs_P6	Gene_Symbol	gene_name
NATL1A_261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate	thrB
NATL1A_1661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	to the N-terminal domain of Lon protease	lon
S0430-3_26	down	down	NA	NA	NA	down	up	up	up	NA	up	up	up	up	NA	NA	NA	DNA-directed RNA polymerase activity	-
NATL1A_1566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
EZ55_37_18	NA	down	NA	down	down	down	down	down	down	NA	up	NA	NA	up	down	down	NA	"metal-binding, possibly nucleic acid-binding protein"	yceD
NATL1A_1528	NA	up	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently"	secY
NATL1A_813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate"	ispG
NATL1A_666	up	NA	up	up	up	down	NA	down	down	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	NA	NA
NATL1A_189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	crtB
NATL1A_20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1"	thiL
NATL1A_883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids	fabH
NATL1A_1359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Acetolactate synthase small	ilvN
NATL1A_630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_907	down	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	"COG0526, thiol-disulfide isomerase and thioredoxins"	-
EZ55_60_35	NA	down	NA	down	down	down	NA	down	down	down	up	NA	up	up	down	down	up	"Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis"	lpxC
NATL1A_1298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Sulfur acceptor protein SufE for iron-sulfur cluster assembly	sufE
NATL1A_1565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Belongs to the peptidase M24B family	pepP
NATL1A_194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Cytochrome c oxidase polypeptide III	ctaE
NATL1A_426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Subunits I and II form the functional core of the enzyme complex. Electrons originating in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B)	coxB
NATL1A_661	NA	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	NA	NA
NATL1A_657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	purB
NATL1A_168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Cell division inhibitor	-
NATL1A_623	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1737	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Involved in the heme and chlorophyll biosynthesis. Catalyzes the aerobic oxidative decarboxylation of propionate groups of rings A and B of coproporphyrinogen-III to yield the vinyl groups in protoporphyrinogen-IX	hemF
EZ55_19_24	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	"COG0568 DNA-directed RNA polymerase, sigma subunit (sigma70 sigma32)"	rpoS
NATL1A_830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Belongs to the pyruvate kinase family	pykF
NATL1A_1226	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	NA	NA
NATL1A_315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alkyl hydroperoxide reductase and or thiol-specific antioxidant family (AhpC TSA) protein	-
NATL1A_1158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_1349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane	pntB
NATL1A_606	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Belongs to the Fur family	fur
NATL1A_1651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Catalyzes the Claisen rearrangement of chorismate to prephenate. Probably involved in the aromatic amino acid biosynthesis	aroH
NATL1A_413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Belongs to the argininosuccinate synthase family. Type 1 subfamily	argG
NATL1A_1047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP	clpX
NATL1A_422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Riboflavin synthase	ribE
NATL1A_1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Involved in the synthesis of meso-diaminopimelate (m-DAP or DL-DAP), required for both lysine and peptidoglycan biosynthesis. Catalyzes the direct conversion of tetrahydrodipicolinate to LL-diaminopimelate"	dapL
NATL1A_1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	icd
NATL1A_1033	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	NA	NA
NATL1A_147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
EZ55_75_12	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	NA	NA	NA
NATL1A_918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D-glyceraldehyde-3-phosphate (G3P)	tpiA
NATL1A_1429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_776	NA	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1002	up	NA	NA	NA	NA	down	down	NA	down	NA	NA	down	down	up	NA	NA	down	Alternative locus ID	-
NATL1A_1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	NA	NA
NATL1A_30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the synthesis of GMP from XMP	guaA
NATL1A_552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position"	glgB
NATL1A_250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	eno
NATL1A_216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhH
NATL1A_1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_193	up	NA	NA	NA	NA	down	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	transcriptional regulator	rbcR
NATL1A_153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Beta-carotene hydroxylase	crtR
NATL1A_523	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
EZ55_65_14	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	up	up	down	down	up	Belongs to the small heat shock protein (HSP20) family	ibpA
NATL1A_1607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the hydrolysis of D-tyrosyl-tRNA(Tyr)	dtd3
NATL1A_1453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	dihydrolipoamide dehydrogenase	lpdA
NATL1A_325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhC
NATL1A_1677	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the conversion of zeta-carotene to lycopene via the intermediary of neurosporene. It carries out two consecutive desaturations (introduction of double bonds) at positions C-7 and C-7'	crtQ
NATL1A_517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	cyoB
NATL1A_1005	down	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	NA	NA
NATL1A_210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the synthesis of activated sulfate	cysC
EZ55_19_16	NA	down	NA	NA	down	down	NA	NA	down	NA	up	NA	NA	up	NA	down	NA	This protein binds to 23S rRNA in the presence of protein L20	rplU
NATL1A_710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"involved in Zn homeostasis, GTPase of COG0523 family"	cobW
NATL1A_807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_659	up	NA	up	up	up	NA	NA	NA	NA	NA	up	down	down	NA	NA	NA	down	membrane protein (COG2259)	-
NATL1A_283	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
EZ55_65_76	NA	down	NA	down	down	down	NA	down	down	NA	up	NA	NA	up	down	down	NA	NA	NA
NATL1A_296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	NA	down	Belongs to the SfsA family	sfsA
NATL1A_1598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	fer
NATL1A_499	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	ilvB
NATL1A_617	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1186	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	nitric oxide dioxygenase activity	petF1
NATL1A_1618	NA	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	hemolysin activation secretion protein	-
NATL1A_105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_1287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner"	gyrA
NATL1A_282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Belongs to the dCTP deaminase family	dcd
NATL1A_191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhM
NATL1A_612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1166	up	NA	NA	NA	down	down	down	down	down	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Imidazoleglycerol-phosphate dehydratase	hisB
NATL1A_1185	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
EZ55_19_123	NA	down	NA	down	down	down	NA	down	down	down	up	NA	up	up	down	down	up	Protein of unknown function (DUF3016)	-
NATL1A_21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	peptidyl-prolyl cis-trans isomerase	-
NATL1A_305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)"	tgt
NATL1A_1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1144	down	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1674	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1462	NA	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1370	up	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	iron ABC transporter	afuA
NATL1A_1281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate"	folD
NATL1A_1469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate"	ilvC
EZ55_4_150	NA	down	NA	down	down	down	NA	down	down	down	up	NA	NA	up	down	down	NA	NA	NA
NATL1A_1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane"	secA
NATL1A_107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism	bioB
NATL1A_966	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_924	NA	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	-
NATL1A_1834	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Participates in initiation and elongation during chromosome replication	dnaB
NATL1A_324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	"electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration"	ndhK
NATL1A_207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Alternative locus ID	pspE
NATL1A_1407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	zinc metalloprotease	rseP
NATL1A_1586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	tly
NATL1A_511	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Alternative locus ID	por
NATL1A_47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine	trpB
NATL1A_1270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)	prs
NATL1A_115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	up	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_109	NA	NA	NA	NA	NA	up	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	Biotin carboxylase of acetyl-CoA carboxylase	accC
NATL1A_442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_469	down	up	NA	NA	NA	up	NA	NA	NA	NA	down	down	down	down	NA	NA	down	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps	hemC
NATL1A_1621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Alternative locus ID	-
NATL1A_1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	NA	NA
NATL1A_833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	NA	NA	NA	down	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	-
NATL1A_619	NA	up	NA	NA	NA	NA	NA	NA	NA	NA	NA	down	down	down	NA	NA	down	"contains 8 pentapeptide repeats, sll0274 homolog"	-
